20000,001,AS
20010,001,AS
20016,001,AS
20018,001,AS
20020,001,AS
20029,001,AS
20030,001,AS
20040,001,AS
20049,001,AS
20050,001,AS
20059,001,AS
20060,001,AS
20064,001,AS
20070,001,AS
20078,001,AS
20080,001,AS
20089,001,AS
20100,001,AS
20110,001,AS
20115,001,AS
20116,001,AS
20117,001,AS
20118,001,AS
20119,001,AS
20120,001,AS
20123,001,AS
20124,001,AS
20126,001,AS
20127,001,AS
20128,001,AS
20129,001,AS
20130,001,AS
20135,001,AS
20136,001,AS
20137,001,AS
20138,001,AS
20140,001,AS
20146,001,AS
20149,001,AS
20150,001,AS
20157,001,AS
20158,001,AS
20159,001,AS
20160,001,AS
20164,001,AS
20169,001,AS
20170,001,AS
20172,001,AS
20174,001,AS
20175,001,AS
20177,001,AS
20179,001,AS
20180,001,AS
20190,001,AS
20196,001,AS
20198,001,AS
20199,001,AS
20200,001,AS
20205,001,AS
20206,001,AS
20207,001,AS
20208,001,AS
20210,001,AS
20216,001,AS
20217,001,AS
20218,001,AS
20219,001,AS
20220,001,AS
20229,001,AS
20230,001,AS
20234,001,AS
20235,001,AS
20236,001,AS
20237,001,AS
20238,001,AS
20239,001,AS
20240,001,AS
20247,001,AS
20248,001,AS
20249,001,AS
20250,001,AS
20255,001,AS
20256,001,AS
20257,001,AS
20259,001,AS
20260,001,AS
20263,001,AS
20264,001,AS
20265,001,AS
20266,001,AS
20267,001,AS
20268,001,AS
20269,001,AS
20270,001,AS
20276,001,AS
20277,001,AS
20278,001,AS
20280,001,AS
20283,001,AS
20284,001,AS
20285,001,AS
20286,001,AS
20287,001,AS
20288,001,AS
20289,001,AS
20290,001,AS
20291,001,AS
20296,001,AS
20297,001,AS
20298,001,AS
20299,001,AS
20300,011,AS
20303,011,AS
20304,011,AS
20305,011,AS
20306,011,AS
20310,001,AS
20313,001,AS
20314,001,AS
20315,001,AS
20316,001,AS
20317,001,AS
20319,001,AS
20320,001,AS
20321,001,AS
20323,001,AS
20324,001,AS
20326,001,AS
20328,001,AS
20329,001,AS
20330,010,AS
20333,010,AS
20334,010,AS
20335,010,AS
20336,010,AS
20337,010,AS
20338,010,AS
20339,010,AS
20340,001,AS
20341,001,AS
20342,001,AS
20344,001,AS
20345,001,AS
20346,001,AS
20348,001,AS
20349,001,AS
20350,011,AS
20355,011,AS
20356,011,AS
20357,011,AS
20358,011,AS
20363,001,AS
20364,001,AS
20366,001,AS
20367,001,AS
20369,001,AS
20370,001,AS
20371,001,AS
20372,001,AS
20373,001,AS
20375,001,AS
20376,001,AS
20377,001,AS
20379,001,AS
20384,001,AS
20385,001,AS
20386,001,AS
20388,001,AS
20389,001,AS
20390,001,AS
20391,001,AS
20392,001,AS
20393,001,AS
20394,001,AS
20395,001,AS
20396,001,AS
20399,001,AS
20400,007,AS
20403,007,AS
20404,007,AS
20405,007,AS
20406,007,AS
20410,007,AS
20414,007,AS
20415,007,AS
20416,007,AS
20417,007,AS
20420,007,AS
20423,007,AS
20424,007,AS
20425,007,AS
20426,007,AS
20427,007,AS
20430,007,AS
20434,007,AS
20435,007,AS
20436,007,AS
20437,007,AS
20440,007,AS
20444,007,AS
20445,007,AS
20450,007,AS
20454,007,AS
20460,004,AS
20462,004,AS
20466,004,AS
20467,004,AS
20468,004,AS
20469,004,AS
20470,004,AS
20472,004,AS
20476,004,AS
20478,004,AS
20500,008,AS
20501,008,AS
20502,008,AS
20503,008,AS
20504,008,AS
20506,008,AS
20508,008,AS
20510,008,AS
20516,008,AS
20520,008,AS
20534,008,AS
20538,008,AS
20540,008,AS
20545,008,AS
20564,008,AS
20567,008,AS
20570,008,AS
20574,008,AS
20576,008,AS
20578,008,AS
20580,008,AS
20584,008,AS
20590,008,AS
20600,009,AS
20602,009,AS
20603,009,AS
20604,009,AS
20607,009,AS
